epoch,step,train_loss
0,49,0.1436506062746048
0,99,0.2918539047241211
0,149,0.0741584524512291
0,199,0.0
0,249,0.07399994134902954
0,299,0.26641976833343506
0,349,0.17202454805374146
0,399,0.05894235521554947
0,449,0.21291902661323547
0,499,0.21736779808998108
